temperature,humidity,CO2CosIRValue,CO2MG811Value,MOX1,MOX2,MOX3,MOX4,COValue
25.2,47.13,113.0,577.0,453.0,718.0,675.0,606.0,108.0
21.84,57.02,110.0,530.0,489.0,702.0,656.0,596.0,122.0
17.54,49.64,100.0,506.0,505.0,713.0,675.0,610.0,113.0
23.47,51.28,64.0,535.0,453.0,694.0,646.0,581.0,137.0
20.28,55.96,72.0,500.0,538.0,714.0,672.0,623.0,113.0
22.89,48.18,114.0,521.0,479.0,705.0,661.0,600.0,117.0
15.88,48.51,98.0,517.0,556.0,744.0,699.0,647.0,102.0
20.16,54.07,105.0,550.0,474.0,732.0,670.0,602.0,101.0
17.1,49.08,101.0,514.0,535.0,742.0,703.0,642.0,106.0
20.3,57.23,73.0,497.0,535.0,711.0,670.0,619.0,122.0
20.86,54.75,141.0,561.0,350.0,680.0,623.0,539.0,133.0
21.12,58.25,119.0,505.0,538.0,722.0,668.0,616.0,97.0
16.83,48.17,61.0,511.0,592.0,763.0,731.0,686.0,84.0
23.56,52.5,143.0,555.0,422.0,663.0,587.0,518.0,159.0
17.46,46.86,107.0,514.0,527.0,729.0,681.0,624.0,115.0
19.45,49.61,121.0,590.0,456.0,747.0,707.0,647.0,98.0
20.33,59.25,56.0,521.0,550.0,741.0,690.0,649.0,92.0
20.28,48.66,115.0,513.0,486.0,690.0,633.0,563.0,136.0
22.43,47.78,113.0,524.0,532.0,694.0,655.0,579.0,112.0
19.39,47.3,105.0,503.0,512.0,722.0,683.0,623.0,109.0
19.06,51.64,122.0,512.0,505.0,681.0,645.0,561.0,137.0
20.08,54.71,68.0,505.0,543.0,720.0,681.0,629.0,106.0
19.62,48.35,103.0,505.0,548.0,718.0,681.0,622.0,100.0
22.85,43.11,115.0,586.0,486.0,727.0,685.0,610.0,111.0
18.48,50.48,107.0,509.0,538.0,724.0,685.0,629.0,108.0
18.98,53.0,121.0,590.0,489.0,721.0,681.0,594.0,105.0
22.57,48.94,95.0,503.0,498.0,692.0,645.0,578.0,129.0
16.0,57.38,60.0,509.0,588.0,733.0,701.0,638.0,115.0
16.58,59.03,108.0,500.0,569.0,733.0,694.0,648.0,101.0
18.85,53.56,73.0,568.0,557.0,755.0,722.0,658.0,84.0
18.93,52.99,123.0,590.0,492.0,721.0,680.0,593.0,105.0
16.22,57.13,67.0,513.0,584.0,747.0,715.0,659.0,83.0
21.24,51.88,128.0,573.0,423.0,721.0,677.0,605.0,115.0
14.98,49.05,94.0,512.0,542.0,725.0,691.0,628.0,102.0
21.23,49.56,135.0,580.0,443.0,713.0,670.0,588.0,115.0
18.91,56.78,123.0,598.0,495.0,733.0,692.0,610.0,102.0
21.62,56.26,118.0,513.0,532.0,745.0,689.0,639.0,102.0
16.5,44.69,75.0,608.0,446.0,776.0,737.0,651.0,104.0
14.54,40.25,69.0,522.0,617.0,790.0,759.0,717.0,97.0
23.63,45.41,112.0,516.0,484.0,652.0,615.0,526.0,153.0
22.12,56.64,110.0,506.0,502.0,721.0,661.0,609.0,112.0
16.71,49.33,96.0,509.0,556.0,741.0,703.0,652.0,108.0
20.59,54.77,108.0,550.0,508.0,725.0,671.0,609.0,103.0
22.58,56.12,99.0,508.0,504.0,722.0,661.0,607.0,114.0
23.64,50.85,105.0,554.0,480.0,715.0,672.0,607.0,116.0
21.53,54.64,57.0,539.0,519.0,713.0,668.0,605.0,122.0
20.23,56.52,71.0,501.0,536.0,716.0,674.0,625.0,113.0
17.54,49.53,101.0,506.0,510.0,713.0,675.0,611.0,112.0
19.42,49.29,96.0,504.0,520.0,718.0,681.0,617.0,98.0
18.6,51.85,122.0,589.0,485.0,738.0,681.0,616.0,103.0
20.06,56.8,71.0,501.0,537.0,712.0,670.0,622.0,113.0
19.36,53.17,123.0,573.0,417.0,720.0,677.0,600.0,126.0
23.94,48.35,101.0,525.0,496.0,702.0,660.0,595.0,119.0
18.36,51.68,56.0,546.0,556.0,757.0,722.0,665.0,88.0
19.57,48.12,99.0,510.0,536.0,713.0,675.0,610.0,107.0
19.1,56.1,110.0,525.0,519.0,701.0,663.0,584.0,115.0
22.48,50.79,122.0,569.0,380.0,686.0,639.0,550.0,163.0
20.64,53.05,54.0,521.0,539.0,749.0,695.0,654.0,106.0
15.5,44.6,61.0,517.0,607.0,771.0,740.0,693.0,85.0
20.77,47.47,100.0,502.0,494.0,703.0,664.0,595.0,105.0
18.57,48.93,111.0,505.0,519.0,724.0,686.0,627.0,115.0
22.16,49.37,123.0,503.0,476.0,686.0,641.0,573.0,144.0
18.81,52.17,119.0,513.0,508.0,682.0,646.0,562.0,134.0
20.7,51.03,112.0,519.0,544.0,726.0,682.0,615.0,176.0
16.46,49.74,61.0,511.0,597.0,762.0,729.0,684.0,84.0
19.74,50.95,114.0,597.0,484.0,737.0,694.0,621.0,119.0
20.71,58.76,113.0,531.0,467.0,697.0,650.0,584.0,119.0
20.39,55.68,114.0,529.0,490.0,695.0,642.0,579.0,126.0
17.96,42.1,62.0,626.0,518.0,790.0,758.0,693.0,81.0
22.38,55.35,121.0,550.0,456.0,702.0,660.0,589.0,127.0
22.58,56.12,98.0,508.0,505.0,722.0,661.0,607.0,114.0
17.93,50.7,90.0,506.0,543.0,733.0,697.0,641.0,93.0
20.05,49.97,106.0,508.0,498.0,702.0,662.0,594.0,117.0
19.48,60.73,74.0,532.0,465.0,674.0,616.0,552.0,164.0
22.18,49.93,118.0,513.0,466.0,623.0,575.0,482.0,192.0
18.96,52.81,77.0,618.0,520.0,758.0,716.0,652.0,99.0
17.24,44.99,75.0,516.0,579.0,757.0,722.0,665.0,136.0
21.63,55.06,124.0,550.0,465.0,707.0,668.0,589.0,115.0
23.02,45.25,116.0,594.0,424.0,728.0,685.0,607.0,114.0
21.09,54.97,52.0,521.0,537.0,742.0,688.0,646.0,102.0
19.82,57.0,112.0,599.0,454.0,729.0,678.0,607.0,152.0
21.14,46.8,112.0,501.0,484.0,699.0,656.0,596.0,121.0
18.07,48.26,99.0,513.0,509.0,731.0,692.0,620.0,114.0
21.38,57.13,141.0,557.0,436.0,698.0,643.0,571.0,124.0
23.16,51.76,112.0,549.0,436.0,729.0,678.0,614.0,115.0
20.31,55.72,136.0,562.0,369.0,690.0,634.0,551.0,127.0
20.18,54.81,112.0,551.0,515.0,729.0,680.0,616.0,100.0
21.02,54.41,111.0,545.0,471.0,728.0,683.0,620.0,106.0
19.7,53.57,110.0,572.0,437.0,711.0,653.0,576.0,122.0
16.12,54.98,62.0,510.0,583.0,736.0,703.0,643.0,110.0
18.04,46.68,88.0,602.0,494.0,747.0,702.0,630.0,94.0
18.05,49.51,120.0,584.0,484.0,734.0,692.0,628.0,111.0
21.26,47.58,113.0,517.0,507.0,663.0,627.0,539.0,150.0
20.85,46.51,101.0,506.0,522.0,716.0,676.0,620.0,106.0
20.62,50.04,74.0,542.0,496.0,724.0,683.0,615.0,101.0
21.5,57.63,135.0,494.0,501.0,646.0,612.0,526.0,121.0
20.02,59.06,128.0,550.0,484.0,725.0,683.0,619.0,110.0
18.1,48.14,116.0,583.0,472.0,729.0,683.0,618.0,156.0
20.26,50.46,100.0,566.0,495.0,742.0,701.0,646.0,99.0
20.06,56.02,70.0,503.0,535.0,714.0,673.0,619.0,118.0
20.35,47.31,95.0,599.0,510.0,749.0,711.0,645.0,91.0
24.69,50.29,111.0,546.0,471.0,659.0,567.0,516.0,127.0
23.16,54.93,101.0,534.0,494.0,692.0,649.0,580.0,109.0
19.52,57.89,110.0,552.0,480.0,698.0,642.0,573.0,144.0
20.5,53.34,105.0,550.0,475.0,732.0,670.0,603.0,100.0
16.27,41.99,72.0,611.0,563.0,788.0,758.0,704.0,87.0
18.43,53.88,134.0,584.0,482.0,734.0,693.0,622.0,100.0
23.04,49.65,100.0,527.0,473.0,710.0,665.0,579.0,121.0
22.13,47.25,127.0,576.0,435.0,718.0,673.0,607.0,136.0
20.18,55.71,129.0,562.0,473.0,722.0,670.0,608.0,109.0
18.08,53.72,118.0,506.0,509.0,713.0,671.0,608.0,116.0
19.12,46.77,99.0,602.0,542.0,763.0,726.0,666.0,88.0
21.28,51.67,90.0,607.0,446.0,721.0,679.0,593.0,105.0
19.13,53.03,124.0,590.0,446.0,740.0,699.0,622.0,99.0
21.01,47.99,113.0,597.0,451.0,735.0,692.0,621.0,134.0
22.22,51.76,123.0,576.0,434.0,708.0,664.0,588.0,109.0
23.53,50.86,111.0,545.0,445.0,710.0,661.0,599.0,125.0
21.58,45.69,96.0,598.0,506.0,747.0,707.0,641.0,93.0
19.64,60.36,132.0,495.0,520.0,656.0,623.0,535.0,112.0
20.25,58.82,48.0,519.0,523.0,699.0,640.0,591.0,161.0
23.24,45.16,109.0,590.0,484.0,730.0,689.0,617.0,109.0
20.59,58.29,126.0,549.0,476.0,717.0,676.0,606.0,109.0
19.7,60.31,134.0,495.0,520.0,656.0,622.0,535.0,112.0
17.26,52.2,91.0,515.0,516.0,707.0,669.0,615.0,102.0
17.84,54.57,108.0,596.0,519.0,754.0,714.0,652.0,105.0
17.78,48.88,108.0,504.0,514.0,731.0,692.0,639.0,98.0
17.96,55.17,94.0,502.0,534.0,700.0,651.0,594.0,124.0
23.86,50.26,106.0,544.0,429.0,695.0,602.0,541.0,128.0
20.2,44.57,93.0,516.0,510.0,711.0,667.0,607.0,168.0
19.68,52.88,121.0,572.0,404.0,715.0,670.0,593.0,128.0
20.22,57.37,73.0,497.0,534.0,709.0,666.0,616.0,117.0
24.37,50.26,221.0,519.0,435.0,667.0,599.0,521.0,210.0
19.89,55.22,68.0,505.0,542.0,719.0,677.0,625.0,106.0
22.42,50.59,123.0,570.0,393.0,701.0,639.0,569.0,122.0
21.96,49.18,119.0,505.0,477.0,687.0,643.0,575.0,139.0
16.4,51.57,82.0,516.0,536.0,716.0,676.0,610.0,106.0
19.22,51.72,106.0,564.0,505.0,745.0,706.0,645.0,98.0
15.94,54.35,89.0,516.0,565.0,731.0,694.0,635.0,96.0
16.46,44.75,75.0,608.0,438.0,776.0,737.0,653.0,103.0
17.61,58.46,112.0,500.0,562.0,726.0,685.0,638.0,100.0
16.84,42.77,75.0,515.0,576.0,764.0,729.0,685.0,97.0
22.14,45.09,115.0,508.0,465.0,699.0,653.0,581.0,141.0
22.3,47.47,96.0,604.0,445.0,737.0,696.0,618.0,100.0
18.86,55.54,102.0,532.0,517.0,721.0,669.0,613.0,99.0
21.98,57.72,116.0,528.0,432.0,632.0,591.0,494.0,140.0
22.68,47.53,102.0,524.0,490.0,705.0,661.0,600.0,135.0
24.23,53.05,119.0,549.0,473.0,702.0,649.0,578.0,120.0
19.71,55.77,105.0,550.0,491.0,737.0,690.0,633.0,96.0
23.07,50.94,105.0,605.0,469.0,736.0,683.0,607.0,118.0
20.14,56.71,73.0,498.0,532.0,710.0,669.0,621.0,123.0
16.93,49.9,83.0,511.0,571.0,736.0,700.0,645.0,99.0
15.0,49.32,92.0,508.0,555.0,710.0,637.0,595.0,138.0
16.4,44.09,72.0,523.0,571.0,764.0,728.0,672.0,94.0
23.73,51.1,111.0,544.0,471.0,707.0,661.0,588.0,128.0
20.93,54.88,145.0,569.0,441.0,703.0,655.0,581.0,123.0
20.78,57.12,56.0,520.0,552.0,735.0,683.0,639.0,99.0
20.2,55.53,111.0,546.0,481.0,736.0,689.0,629.0,101.0
19.72,58.88,159.0,516.0,502.0,696.0,649.0,582.0,141.0
20.1,56.69,115.0,531.0,485.0,703.0,656.0,592.0,109.0
18.72,52.59,109.0,526.0,545.0,741.0,701.0,649.0,106.0
18.31,52.91,72.0,569.0,588.0,764.0,733.0,677.0,90.0
24.55,48.75,146.0,562.0,405.0,687.0,645.0,560.0,130.0
23.38,46.33,108.0,594.0,427.0,727.0,684.0,596.0,221.0
19.87,57.83,127.0,548.0,467.0,716.0,676.0,605.0,111.0
23.77,49.2,93.0,534.0,466.0,709.0,662.0,604.0,106.0
16.37,51.49,112.0,505.0,548.0,746.0,706.0,659.0,101.0
23.18,44.95,94.0,557.0,514.0,744.0,692.0,635.0,100.0
19.41,58.54,144.0,520.0,504.0,705.0,659.0,590.0,130.0
18.22,52.3,66.0,571.0,596.0,768.0,739.0,687.0,84.0
15.72,44.22,60.0,518.0,593.0,767.0,738.0,685.0,81.0
18.72,44.99,64.0,583.0,588.0,778.0,748.0,694.0,80.0
22.6,50.8,98.0,502.0,501.0,684.0,646.0,571.0,113.0
18.34,50.14,95.0,505.0,536.0,729.0,693.0,636.0,94.0
20.96,47.16,125.0,499.0,508.0,704.0,651.0,600.0,106.0
23.4,48.71,104.0,523.0,495.0,706.0,664.0,594.0,118.0
19.97,55.52,68.0,506.0,542.0,724.0,684.0,634.0,101.0
21.22,58.22,85.0,511.0,541.0,720.0,669.0,616.0,95.0
14.81,39.71,72.0,521.0,610.0,785.0,752.0,707.0,99.0
23.86,49.78,97.0,550.0,495.0,727.0,680.0,621.0,103.0
19.67,59.36,254.0,499.0,483.0,651.0,596.0,525.0,188.0
23.44,49.53,112.0,569.0,428.0,699.0,650.0,581.0,149.0
22.32,49.44,123.0,520.0,501.0,697.0,655.0,586.0,128.0
20.0,58.41,167.0,513.0,497.0,691.0,643.0,573.0,147.0
18.72,54.14,104.0,587.0,511.0,746.0,704.0,637.0,92.0
21.0,56.7,74.0,533.0,481.0,701.0,655.0,589.0,123.0
17.44,48.89,103.0,597.0,369.0,734.0,682.0,603.0,130.0
17.82,52.1,106.0,596.0,523.0,765.0,725.0,657.0,110.0
17.84,51.51,125.0,581.0,494.0,748.0,706.0,649.0,106.0
19.62,47.96,109.0,502.0,501.0,715.0,675.0,614.0,114.0
23.14,52.69,119.0,537.0,431.0,653.0,556.0,509.0,170.0
20.66,58.16,121.0,550.0,476.0,719.0,677.0,611.0,113.0
20.16,55.77,70.0,503.0,536.0,710.0,670.0,615.0,119.0
18.9,50.31,113.0,513.0,503.0,689.0,639.0,560.0,127.0
20.8,51.26,90.0,610.0,508.0,751.0,709.0,644.0,103.0
20.46,53.3,103.0,549.0,474.0,732.0,670.0,603.0,100.0
19.39,47.87,96.0,508.0,550.0,724.0,687.0,631.0,100.0
22.08,44.98,105.0,519.0,508.0,711.0,665.0,605.0,131.0
18.6,48.38,96.0,608.0,504.0,754.0,716.0,639.0,96.0
20.18,53.05,105.0,523.0,548.0,728.0,683.0,621.0,150.0
19.43,59.64,126.0,550.0,483.0,714.0,667.0,599.0,120.0
22.42,57.49,385.0,476.0,430.0,600.0,547.0,456.0,298.0
19.99,53.27,70.0,506.0,546.0,732.0,692.0,644.0,105.0
16.6,49.81,112.0,510.0,536.0,740.0,700.0,639.0,106.0
22.28,51.13,112.0,520.0,474.0,690.0,647.0,583.0,130.0
16.52,48.69,104.0,511.0,530.0,700.0,623.0,575.0,126.0
18.26,45.28,109.0,502.0,389.0,704.0,663.0,596.0,155.0
18.12,51.7,106.0,520.0,546.0,719.0,678.0,618.0,118.0
15.55,42.2,70.0,607.0,576.0,785.0,751.0,696.0,104.0
19.08,54.81,114.0,583.0,472.0,734.0,690.0,624.0,99.0
21.02,47.99,112.0,507.0,449.0,665.0,616.0,537.0,155.0
23.0,45.49,91.0,606.0,435.0,734.0,692.0,615.0,100.0
18.88,49.85,96.0,504.0,529.0,723.0,686.0,625.0,97.0
21.21,58.51,133.0,509.0,516.0,735.0,673.0,614.0,115.0
23.57,47.61,95.0,605.0,492.0,734.0,688.0,615.0,116.0
22.96,55.15,131.0,546.0,432.0,696.0,652.0,575.0,124.0
19.38,49.44,125.0,577.0,482.0,728.0,678.0,613.0,125.0
20.25,54.28,106.0,532.0,500.0,717.0,672.0,602.0,102.0
19.85,48.91,88.0,614.0,522.0,761.0,720.0,659.0,92.0
20.24,56.69,70.0,502.0,537.0,718.0,677.0,629.0,114.0
25.17,47.66,120.0,573.0,442.0,722.0,678.0,611.0,126.0
20.9,64.04,122.0,501.0,439.0,655.0,597.0,516.0,164.0
16.3,50.21,106.0,509.0,554.0,735.0,695.0,640.0,106.0
19.07,48.83,98.0,506.0,497.0,695.0,659.0,589.0,122.0
23.0,45.42,115.0,594.0,421.0,727.0,684.0,605.0,112.0
20.5,58.56,46.0,518.0,530.0,701.0,641.0,597.0,158.0
19.91,54.87,124.0,546.0,465.0,689.0,631.0,555.0,155.0
18.78,51.01,109.0,519.0,539.0,705.0,666.0,598.0,122.0
17.86,47.07,81.0,609.0,498.0,770.0,734.0,678.0,86.0
19.08,55.64,121.0,598.0,500.0,740.0,699.0,621.0,100.0
15.07,59.22,70.0,509.0,583.0,751.0,713.0,672.0,96.0
16.24,45.62,69.0,615.0,590.0,788.0,756.0,702.0,81.0
18.37,53.97,134.0,583.0,483.0,735.0,694.0,623.0,99.0
20.34,53.61,99.0,549.0,497.0,698.0,634.0,569.0,142.0
14.37,49.89,71.0,514.0,587.0,754.0,716.0,660.0,107.0
22.63,48.69,104.0,523.0,473.0,692.0,646.0,580.0,137.0
18.15,49.31,101.0,506.0,506.0,710.0,671.0,609.0,116.0
21.78,47.0,100.0,527.0,533.0,722.0,676.0,616.0,114.0
21.26,57.44,69.0,497.0,532.0,706.0,664.0,613.0,112.0
21.08,46.29,111.0,511.0,454.0,702.0,661.0,596.0,122.0
20.88,54.72,139.0,561.0,349.0,680.0,623.0,539.0,133.0
20.67,52.93,60.0,520.0,539.0,751.0,698.0,659.0,101.0
19.28,55.98,109.0,526.0,515.0,698.0,662.0,577.0,117.0
20.1,57.41,71.0,503.0,533.0,715.0,674.0,623.0,113.0
19.58,49.24,81.0,615.0,524.0,763.0,723.0,662.0,90.0
23.32,46.29,98.0,603.0,450.0,731.0,690.0,609.0,100.0
18.9,56.17,112.0,526.0,524.0,705.0,669.0,590.0,113.0
23.01,49.13,103.0,525.0,493.0,705.0,664.0,593.0,116.0
20.54,54.4,88.0,513.0,535.0,746.0,691.0,646.0,104.0
20.1,54.78,64.0,506.0,543.0,721.0,682.0,630.0,102.0
17.67,48.54,113.0,584.0,484.0,737.0,693.0,630.0,138.0
19.78,55.69,68.0,506.0,543.0,727.0,687.0,639.0,100.0
18.88,51.8,127.0,589.0,479.0,733.0,671.0,602.0,108.0
18.45,52.06,125.0,589.0,487.0,738.0,682.0,617.0,104.0
17.02,51.52,96.0,510.0,548.0,704.0,666.0,598.0,125.0
18.57,47.88,101.0,514.0,499.0,726.0,688.0,615.0,120.0
18.55,54.99,113.0,582.0,494.0,734.0,688.0,620.0,109.0
20.16,58.13,71.0,517.0,519.0,714.0,653.0,580.0,114.0
19.07,55.41,49.0,524.0,557.0,759.0,709.0,667.0,99.0
20.22,56.64,47.0,524.0,555.0,750.0,699.0,656.0,96.0
20.66,55.62,146.0,561.0,369.0,689.0,645.0,557.0,146.0
19.52,57.63,108.0,548.0,480.0,720.0,667.0,605.0,111.0
20.52,46.72,107.0,510.0,541.0,706.0,670.0,602.0,111.0
20.38,59.99,156.0,490.0,511.0,678.0,636.0,569.0,156.0
22.88,49.27,134.0,573.0,457.0,709.0,663.0,591.0,129.0
22.18,50.52,188.0,558.0,466.0,705.0,660.0,575.0,171.0
19.7,53.54,55.0,541.0,530.0,731.0,681.0,634.0,102.0
20.02,57.5,75.0,502.0,534.0,714.0,671.0,620.0,118.0
20.34,57.27,46.0,524.0,551.0,743.0,690.0,643.0,92.0
18.5,56.63,110.0,527.0,530.0,716.0,678.0,607.0,111.0
19.24,53.72,55.0,554.0,576.0,757.0,724.0,671.0,81.0
24.36,45.52,103.0,602.0,461.0,729.0,687.0,607.0,104.0
21.04,47.35,113.0,503.0,503.0,699.0,659.0,596.0,134.0
19.13,56.31,64.0,550.0,533.0,742.0,703.0,632.0,79.0
21.22,51.88,128.0,573.0,423.0,721.0,677.0,605.0,115.0
18.81,50.81,82.0,589.0,530.0,761.0,727.0,664.0,101.0
21.6,46.11,104.0,502.0,508.0,708.0,665.0,604.0,111.0
24.18,50.19,163.0,528.0,467.0,670.0,617.0,536.0,178.0
16.94,49.44,85.0,514.0,573.0,738.0,702.0,646.0,95.0
22.82,45.68,124.0,509.0,492.0,699.0,658.0,589.0,135.0
15.99,45.39,72.0,613.0,568.0,776.0,734.0,664.0,94.0
21.14,47.17,107.0,512.0,501.0,706.0,666.0,597.0,122.0
19.53,48.96,95.0,504.0,520.0,717.0,681.0,617.0,99.0
21.22,45.04,85.0,594.0,525.0,755.0,719.0,660.0,92.0
19.6,48.02,130.0,498.0,522.0,704.0,643.0,596.0,112.0
15.48,50.69,85.0,511.0,572.0,731.0,692.0,635.0,107.0
22.28,45.59,114.0,591.0,456.0,731.0,688.0,619.0,109.0
20.81,54.81,79.0,514.0,532.0,743.0,689.0,646.0,104.0
22.37,50.46,98.0,502.0,504.0,692.0,649.0,582.0,126.0
19.27,56.55,124.0,503.0,545.0,742.0,689.0,643.0,107.0
15.3,57.34,68.0,521.0,585.0,747.0,712.0,655.0,97.0
16.87,44.83,66.0,520.0,595.0,767.0,735.0,682.0,102.0
18.19,43.17,76.0,514.0,557.0,754.0,717.0,672.0,99.0
24.74,49.19,121.0,537.0,469.0,677.0,597.0,545.0,163.0
17.18,49.65,105.0,515.0,540.0,728.0,688.0,627.0,111.0
20.28,57.42,72.0,497.0,536.0,709.0,667.0,617.0,120.0
20.68,57.96,42.0,519.0,526.0,697.0,640.0,588.0,163.0
22.43,57.49,383.0,476.0,430.0,600.0,547.0,457.0,298.0
23.63,46.48,112.0,517.0,490.0,676.0,635.0,559.0,148.0
19.52,58.1,111.0,551.0,481.0,700.0,644.0,575.0,146.0
15.91,45.04,69.0,616.0,584.0,784.0,748.0,684.0,93.0
20.71,58.94,55.0,521.0,549.0,739.0,688.0,644.0,94.0
20.52,58.97,60.0,519.0,547.0,740.0,688.0,645.0,93.0
17.1,41.18,60.0,628.0,606.0,802.0,775.0,725.0,87.0
21.3,56.71,116.0,498.0,349.0,645.0,604.0,522.0,143.0
18.85,53.29,85.0,558.0,506.0,743.0,681.0,622.0,112.0
19.89,57.17,66.0,504.0,537.0,717.0,675.0,623.0,112.0
17.32,54.54,115.0,507.0,527.0,723.0,681.0,626.0,109.0
17.76,58.46,111.0,499.0,534.0,716.0,677.0,617.0,104.0
19.86,51.88,103.0,554.0,495.0,746.0,701.0,639.0,102.0
20.98,62.96,139.0,507.0,493.0,727.0,658.0,591.0,149.0
19.34,49.03,106.0,513.0,517.0,713.0,674.0,607.0,118.0
20.6,58.32,125.0,549.0,474.0,716.0,675.0,603.0,110.0
20.02,50.33,132.0,575.0,466.0,719.0,669.0,600.0,133.0
19.72,58.88,159.0,515.0,502.0,696.0,649.0,581.0,141.0
23.07,51.76,140.0,562.0,341.0,670.0,600.0,526.0,144.0
16.82,50.65,81.0,608.0,574.0,775.0,741.0,686.0,82.0
18.74,51.88,117.0,513.0,512.0,685.0,648.0,567.0,128.0
19.2,57.51,141.0,561.0,411.0,690.0,648.0,560.0,129.0
19.02,57.82,141.0,561.0,420.0,696.0,654.0,567.0,129.0
23.02,46.81,110.0,524.0,516.0,715.0,674.0,608.0,131.0
18.89,52.3,118.0,506.0,510.0,709.0,666.0,605.0,119.0
21.66,55.64,75.0,532.0,523.0,711.0,663.0,597.0,132.0
17.54,50.81,111.0,514.0,533.0,724.0,683.0,622.0,105.0
21.51,51.79,142.0,566.0,437.0,686.0,640.0,545.0,120.0
23.53,48.71,134.0,590.0,440.0,721.0,676.0,589.0,124.0
17.44,53.34,122.0,590.0,497.0,756.0,717.0,660.0,92.0
19.77,52.82,114.0,522.0,510.0,720.0,679.0,616.0,107.0
20.43,58.48,43.0,518.0,522.0,697.0,638.0,588.0,163.0
21.08,54.32,96.0,503.0,528.0,696.0,659.0,591.0,114.0
20.3,49.42,108.0,509.0,532.0,706.0,668.0,601.0,109.0
18.74,60.51,74.0,540.0,431.0,720.0,681.0,611.0,96.0
16.46,43.53,58.0,541.0,601.0,786.0,754.0,709.0,86.0
17.42,56.31,43.0,525.0,571.0,765.0,716.0,678.0,96.0
21.12,52.55,108.0,530.0,487.0,699.0,649.0,578.0,123.0
18.32,52.34,58.0,546.0,545.0,754.0,717.0,658.0,90.0
18.89,46.51,91.0,524.0,541.0,717.0,667.0,608.0,131.0
20.21,65.6,149.0,505.0,488.0,721.0,652.0,583.0,147.0
21.16,54.73,55.0,521.0,536.0,736.0,685.0,647.0,103.0
23.01,49.99,87.0,536.0,512.0,716.0,670.0,613.0,105.0
18.08,51.88,96.0,526.0,531.0,742.0,704.0,643.0,104.0
21.59,45.79,96.0,596.0,502.0,744.0,705.0,637.0,93.0
19.98,56.26,128.0,562.0,385.0,692.0,645.0,562.0,146.0
20.41,46.92,101.0,512.0,479.0,709.0,664.0,594.0,134.0
17.04,57.62,105.0,503.0,463.0,635.0,580.0,504.0,298.0
19.9,57.21,45.0,523.0,558.0,751.0,700.0,656.0,96.0
19.64,47.64,113.0,583.0,460.0,727.0,683.0,613.0,128.0
19.94,55.17,71.0,505.0,541.0,719.0,679.0,627.0,105.0
20.45,58.54,43.0,518.0,532.0,705.0,648.0,601.0,150.0
17.57,48.54,115.0,583.0,490.0,739.0,695.0,633.0,133.0
19.36,57.07,115.0,598.0,467.0,738.0,689.0,621.0,137.0
17.72,50.84,110.0,514.0,536.0,729.0,688.0,625.0,108.0
18.57,48.58,97.0,506.0,547.0,692.0,655.0,580.0,116.0
22.08,57.26,107.0,506.0,504.0,719.0,656.0,603.0,119.0
21.32,45.07,109.0,587.0,464.0,726.0,683.0,614.0,112.0
20.7,53.66,107.0,526.0,504.0,688.0,653.0,568.0,127.0
20.27,47.11,102.0,513.0,483.0,710.0,667.0,598.0,134.0
22.9,50.93,109.0,571.0,463.0,723.0,677.0,611.0,118.0
19.52,59.02,115.0,531.0,492.0,703.0,657.0,590.0,109.0
18.28,47.78,119.0,512.0,519.0,714.0,659.0,599.0,131.0
17.16,49.08,71.0,615.0,568.0,783.0,749.0,698.0,99.0
20.5,56.95,69.0,500.0,533.0,713.0,670.0,621.0,120.0
23.6,52.38,112.0,553.0,476.0,707.0,666.0,595.0,118.0
17.1,50.98,107.0,514.0,537.0,725.0,683.0,621.0,110.0
16.83,48.98,91.0,512.0,566.0,727.0,690.0,630.0,108.0
21.94,53.67,98.0,533.0,462.0,695.0,650.0,580.0,112.0
20.25,57.5,122.0,548.0,482.0,709.0,657.0,588.0,127.0
21.22,47.24,45.0,524.0,537.0,734.0,679.0,606.0,89.0
19.01,56.91,125.0,565.0,447.0,703.0,662.0,583.0,127.0
22.13,57.72,118.0,527.0,430.0,629.0,588.0,492.0,144.0
19.86,56.12,139.0,563.0,395.0,700.0,648.0,569.0,121.0
20.04,55.32,42.0,551.0,524.0,734.0,690.0,630.0,115.0
22.29,53.22,143.0,499.0,446.0,666.0,619.0,549.0,169.0
17.74,49.75,119.0,584.0,490.0,738.0,696.0,634.0,108.0
24.35,49.83,67.0,533.0,393.0,685.0,633.0,557.0,164.0
20.8,59.05,115.0,529.0,460.0,655.0,613.0,527.0,123.0
17.36,53.36,64.0,511.0,589.0,747.0,716.0,659.0,80.0
21.58,55.88,121.0,552.0,482.0,706.0,644.0,577.0,121.0
17.5,49.84,99.0,510.0,549.0,719.0,682.0,615.0,108.0
20.3,55.05,71.0,503.0,538.0,717.0,675.0,624.0,113.0
18.4,49.06,76.0,623.0,555.0,785.0,750.0,695.0,115.0
15.2,52.01,73.0,519.0,583.0,750.0,714.0,652.0,105.0
22.81,53.39,118.0,552.0,452.0,702.0,660.0,581.0,119.0
19.24,53.71,112.0,503.0,498.0,679.0,625.0,562.0,183.0
20.49,54.69,103.0,533.0,464.0,706.0,660.0,601.0,109.0
23.45,53.1,74.0,536.0,436.0,680.0,634.0,555.0,141.0
19.15,49.16,96.0,607.0,494.0,763.0,716.0,652.0,133.0
25.1,48.65,121.0,535.0,429.0,653.0,555.0,507.0,171.0
